text,label
I keep getting alerts for failed login attempts to my account.,fraud_security_concern
There's a payment listed that I did not consent to.,fraud_security_concern
"My card was skimmed, and now I see fraudulent charges.",fraud_security_concern
I want to dispute these transactions as I never authorized them.,fraud_security_concern
Someone used my personal details to apply for a loan without my knowledge.,fraud_security_concern
I'm concerned about suspicious activity on my financial accounts.,fraud_security_concern
I see a charge from an unknown merchant. Could this be fraud?,fraud_security_concern
My account shows activity that wasn't initiated by me.,fraud_security_concern
I need to report potential fraud on my account.,fraud_security_concern
My banking app shows a login from an unrecognized location.,fraud_security_concern
I've been a victim of a phishing scam and now I'm worried about my account.,fraud_security_concern
There's an unauthorized withdrawal from my ATM.,fraud_security_concern
I suspect my PIN has been compromised.,fraud_security_concern
My credit report shows an account I didn't open. Is this identity theft?,fraud_security_concern
I need to freeze my account due to suspected unauthorized access.,fraud_security_concern
"My debit card was duplicated, and there are fraudulent charges.",fraud_security_concern
Someone is using my email associated with my bank account inappropriately.,fraud_security_concern
I'm calling to report a security incident related to my finances.,fraud_security_concern
I found several unapproved transactions on my recent bank statement.,fraud_security_concern
My account was accessed by an unauthorized person.,fraud_security_concern
I believe my payment information has been stolen.,fraud_security_concern
"I received a fraud alert, and I confirm the transaction was not mine.",fraud_security_concern
My financial account appears to have been breached. What should I do?,fraud_security_concern
My funds seem to be missing due to unapproved transfers.,fraud_security_concern
Someone tried to change my contact information on my account without my consent.,fraud_security_concern
I'm disputing an unauthorized direct debit from my account.,fraud_security_concern
My card was charged for a subscription I never signed up for.,fraud_security_concern
I'm worried about identity theft affecting my bank accounts.,fraud_security_concern
There's an unapproved payment from my digital wallet.,fraud_security_concern
I suspect fraudulent activity because of unexpected account changes.,fraud_security_concern
My personal details seem to have been used to create a fraudulent account.,fraud_security_concern
I need to activate a fraud alert on my credit file.,fraud_security_concern
I received a call pretending to be from my bank asking for sensitive info.,fraud_security_concern
"My online banking password no longer works, and I didn't change it.",fraud_security_concern
I believe someone has stolen my financial information.,fraud_security_concern
There are suspicious activities on my investment portfolio.,fraud_security_concern
I want to report an attempted scam that targeted my bank account.,fraud_security_concern
My credit card shows purchases I didn't authorize or make.,fraud_security_concern
I need to know if my account is safe after receiving a strange email.,fraud_security_concern
Someone gained access to my bank account and made transfers.,fraud_security_concern
I'm concerned about unauthorized use of my payment details.,fraud_security_concern
My account balance is incorrect due to transactions I didn't make.,fraud_security_concern
I need to dispute a fraudulent charge on my debit card.,fraud_security_concern
I think my card number was stolen from an online merchant.,fraud_security_concern
"My personal financial data feels compromised, I need help.",fraud_security_concern
There's a strange login activity notification I just received.,fraud_security_concern
I want to report someone trying to trick me into giving them my account details.,fraud_security_concern
My bank statement has items that are clearly not mine.,fraud_security_concern
I need to block my card immediately due to suspected fraud.,fraud_security_concern
Someone applied for a credit card in my name without my permission.,fraud_security_concern
My account has been used for purchases I didn't make.,fraud_security_concern
I received an alert about unusual spending patterns on my card.,fraud_security_concern
I'm worried about a potential breach of my banking security.,fraud_security_concern
There are charges from an unrecognized app on my account.,fraud_security_concern
My identity was used to open a fraudulent line of credit.,fraud_security_concern
I'm reporting an instance of digital fraud affecting my finances.,fraud_security_concern
I need to secure my account as I suspect unauthorized access attempts.,fraud_security_concern
